Saniye	Robot-1 Robot-2 Robot-3 Robot-4 Robot-5 Robot-6 Robot-7 Robot-8 Robot-9
  1)	   0	   0	   0	   1	   1	   0	   0	   0	   1
  2)	   1	   1	   1	   1	   0	   0	   0	   1	   0
  3)	   1	   0	   0	   1	   0	   1	   1	   1	   0
  4)	   1	   0	   0	   1	   1	   1	   0	   0	   0
  5)	   1	   0	   1	   1	   0	   0	   0	   0	   0
  6)	   0	   0	   1	   1	   0	   1	   0	   1	   1
  7)	   1	   1	   1	   1	   1	   1	   1	   1	   0
  8)	   0	   1	   0	   1	   1	   0	   0	   0	   0
  9)	   1	   1	   1	   1	   1	   0	   0	   1	   0
 10)	   1	   1	   1	   0	   0	   0	   0	   1	   1
 11)	   1	   0	   0	   0	   0	   0	   1	   1	   0
 12)	   0	   1	   0	   0	   0	   1	   0	   1	   1
 13)	   0	   1	   1	   0	   0	   1	   0	   1	   0
 14)	   0	   1	   1	   0	   1	   1	   0	   0	   0
 15)	   1	   1	   0	   1	   1	   1	   0	   1	   0
 16)	   1	   0	   0	   1	   0	   1	   0	   1	   0
 17)	   0	   0	   0	   0	   0	   1	   0	   0	   0
 18)	   0	   0	   1	   0	   0	   0	   1	   0	   1
 19)	   0	   0	   1	   1	   0	   1	   0	   0	   1
 20)	   0	   0	   1	   1	   1	   1	   0	   0	   1
 21)	   1	   1	   0	   1	   1	   0	   1	   0	   0
 22)	   1	   0	   0	   1	   1	   0	   1	   1	   1
 23)	   1	   1	   0	   0	   0	   0	   0	   0	   0
 24)	   1	   0	   0	   1	   0	   0	   0	   0	   0
 25)	   1	   1	   0	   1	   0	   1	   0	   0	   0
 26)	   1	   0	   0	   1	   0	   1	   0	   0	   0
 27)	   1	   0	   0	   1	   0	   1	   0	   0	   0
 28)	   0	   0	   1	   1	   0	   0	   1	   1	   0
 29)	   1	   1	   0	   0	   0	   0	   0	   1	   1
 30)	   1	   1	   0	   1	   0	   0	   0	   0	   0
 31)	   1	   1	   0	   0	   0	   0	   0	   1	   0
 32)	   0	   1	   0	   0	   0	   0	   0	   1	   1
 33)	   0	   0	   0	   1	   1	   0	   1	   1	   0
 34)	   0	   0	   1	   0	   0	   0	   0	   0	   0
 35)	   1	   1	   1	   0	   1	   0	   0	   0	   0
 36)	   0	   0	   1	   0	   0	   0	   0	   0	   0
 37)	   1	   0	   0	   1	   0	   1	   0	   0	   0
 38)	   1	   1	   1	   0	   1	   0	   0	   0	   0
 39)	   0	   0	   0	   0	   1	   0	   0	   0	   0
 40)	   0	   0	   0	   0	   0	   0	   0	   0	   0
 41)	   0	   0	   1	   0	   0	   0	   0	   1	   1
 42)	   0	   0	   1	   0	   0	   0	   1	   1	   1
 43)	   1	   0	   0	   0	   0	   1	   0	   1	   0
 44)	   1	   1	   0	   0	   1	   1	   0	   0	   0
 45)	   1	   1	   1	   0	   1	   0	   0	   0	   0
 46)	   0	   1	   1	   0	   0	   0	   0	   1	   1
 47)	   0	   0	   1	   0	   0	   0	   0	   0	   0
 48)	   1	   1	   0	   1	   0	   0	   1	   0	   1
 49)	   1	   1	   1	   1	   1	   0	   0	   0	   1
 50)	   0	   1	   1	   0	   1	   0	   0	   0	   0
 51)	   1	   0	   1	   1	   1	   0	   0	   0	   1
 52)	   1	   0	   1	   1	   1	   0	   1	   1	   0
 53)	   0	   0	   1	   0	   1	   0	   0	   0	   1
 54)	   0	   1	   1	   0	   0	   0	   0	   0	   1
 55)	   1	   1	   1	   0	   1	   1	   0	   0	   1
 56)	   1	   1	   1	   0	   0	   1	   0	   0	   1
 57)	   0	   1	   0	   0	   1	   1	   0	   0	   1
 58)	   0	   0	   0	   0	   1	   0	   0	   0	   0
 59)	   0	   0	   0	   0	   0	   0	   0	   0	   0
 60)	   0	   1	   0	   1	   1	   0	   0	   1	   0
